"Jonas Aurelianensis, Epistola ad Waltcaudum Leodiensem","Vienna, ONB, 550",1r-2v,A1a1,800-899,N France,http://data.onb.ac.at/dtl/2939587,
Passio S Hugberti,"Vienna, ONB, 550",2v-32r,A1a1,800-899,N France,http://data.onb.ac.at/dtl/2939587,
Passio S Luciae,"Vienna, ONB, 550",33r-37r,A1a1,800-899,N France,http://data.onb.ac.at/dtl/2939587,
Passio S Anastasiae,"Vienna, ONB, 550",37r-40r,A1a1,800-899,N France,http://data.onb.ac.at/dtl/2939587,
Passio S Caeciliae,"Vienna, ONB, 550",40r-59r,A1a1,800-899,N France,http://data.onb.ac.at/dtl/2939587,
Passio S Eugeniae,"Vienna, ONB, 550",59r-74r,A1a1,800-899,N France,http://data.onb.ac.at/dtl/2939587,
Passio S Euphemiae,"Vienna, ONB, 550",74r-84v,A1a1,800-899,N France,http://data.onb.ac.at/dtl/2939587,
Gospel of Pseudo-Matthew,"Vienna, ONB, 550",85r-93v,A1a1,800-899,N France,http://data.onb.ac.at/dtl/2939587,
Vita S Vedasti,"Vienna, ONB, 550",94r-108v,A1a1,800-899,N France,http://data.onb.ac.at/dtl/2939587,
"Alcuin, Homelia in die natali S Vedasti","Vienna, ONB, 550",109r-112r,A1a1,800-899,N France,http://data.onb.ac.at/dtl/2939587,
"Alcuin, Versus duo in abbatem Radonem","Vienna, ONB, 550",112r,A1a1,800-899,N France,http://data.onb.ac.at/dtl/2939587,
"Alcuin, Hymnus in Vedastum","Vienna, ONB, 550",112r-112v,A1a1,800-899,N France,http://data.onb.ac.at/dtl/2939587,
"Alcuin, Versus aliquot in S Vedastum","Vienna, ONB, 550",113r-113v,A1a1,800-899,N France,http://data.onb.ac.at/dtl/2939587,
Passio SS Faustini et Iovitae,"Vienna, ONB, 550",114r-125v,A1a1,800-899,N France,http://data.onb.ac.at/dtl/2939587,
"Ambrose, Commentarius in epistolam primam Pauli ad Corinthios","Vienna, ONB, 550",125v-129v,A1a1,800-899,N France,http://data.onb.ac.at/dtl/2939587,extracts
Passio S Christophori,"Vienna, ONB, 550",130v-135r,A1a1,800-899,N France,http://data.onb.ac.at/dtl/2939587,
Gospel of Pseudo-Matthew,"Rheims, BM 1395",2r-17r,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
Transitus of Mary (Ps-Melito),"Rheims, BM 1395",18r-25v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
"Ambrose Autpert, Sermo de assumptione Mariae","Rheims, BM 1395",26r-32r,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
Miraculorum S Dionysii,"Rheims, BM 1395",32r-37v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,extracts
Vita S Remigii,"Rheims, BM 1395",38r-44v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
Esther,"Rheims, BM 1395",45r-47v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,extracts: 14-15
Invention of the Cross,"Rheims, BM 1395",48r-50v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
Exaltation of the Cross,"Rheims, BM 1395",51r-54r,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
"Gregory of Tours, On the Cross","Rheims, BM 1395",54v-55v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
Invention of the Cross,"Rheims, BM 1395",56r-63v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
Transitus of Mary (Ps-Melito),"Rheims, BM 1395",64r-67v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
"Passio SS Petrus, Paulus, Andrea, et Dyonysia","Rheims, BM 1395",68r-70r,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
Passio S Margaretae,"Rheims, BM 1395",70v-78v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
Passio S Marinae,"Rheims, BM 1395",79r-88v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
Vitae B Alcuini,"Rheims, BM 1395",89r-113v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
Passio S Eleutherii,"Rheims, BM 1395",114r-119v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
Vita S Euphrosinae,"Rheims, BM 1395",120r-130r,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
"Paulinus of Milan, Vita S Ambrosii","Rheims, BM 1395",130v-135r,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
"Passionis SS Secundiani, Marcelliani, et Veriani","Rheims, BM 1395",135v-149r,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
Martyrdom of Andrew,"Rheims, BM 1395",149v-155v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
Passio S Agathae,"Rheims, BM 1395",156r-166v,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
Passio S Anastasiae,"Rheims, BM 1395",171r-?,A1a2,850,Rheims,https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?COMPOSITION_ID=4147,
"Sulpicius Severus, Vita S Martini","Paris, BNF, lat. 5327",1r-8v,A1c1,900-999,Saint-Amand-les-Eaux,,
Vita S Bavonis,"Paris, BNF, lat. 5327",9r-13v,A1c1,900-999,Saint-Amand-les-Eaux,,
Vita S Gregorii,"Paris, BNF, lat. 5327",13v-18v,A1c1,900-999,Saint-Amand-les-Eaux,,
Passio S Caeciliae,"Paris, BNF, lat. 5327",19r-24v,A1c1,900-999,Saint-Amand-les-Eaux,,
Vita B Walburgae virginis,"Paris, BNF, lat. 5327",25r-35v,A1c1,900-999,Saint-Amand-les-Eaux,,
Gospel of Nicodemus,"Paris, BNF, lat. 5327",35v–55r,A1c1,900-999,Saint-Amand-les-Eaux,,
Vengeance of the Savior,"Paris, BNF, lat. 5327",55r–61v,A1c1,900-999,Saint-Amand-les-Eaux,,
Gospel of Pseudo-Matthew,"Paris, BNF, lat. 5327",61v-73r,A1c1,900-999,Saint-Amand-les-Eaux,,
Dormition of Mary,"Paris, BNF, lat. 5327",73r-80r,A1c1,900-999,Saint-Amand-les-Eaux,,CANT 116
Invention of the Cross,"Paris, BNF, lat. 5327",80r-80v,A1c1,900-999,Saint-Amand-les-Eaux,,fragment
Life of Adam & Eve,"Paris, BNF, lat. 5327",81r-87r,A1c1,900-999,Saint-Amand-les-Eaux,,
Vita S Basilii,"Paris, BNF, lat. 5327",87r-104r,A1c1,900-999,Saint-Amand-les-Eaux,,
Vita S Eligii,"Paris, BNF, lat. 5327",104v-166v,A1c1,900-999,Saint-Amand-les-Eaux,,
Vita S Eligii,"Paris, BNF, lat. 5327",166v-170r,A1c1,900-999,Saint-Amand-les-Eaux,,
Martyrdom of John (Ps-Melito),"Paris, BNF, lat. 5327",171r-177v,A1c1,900-999,Saint-Amand-les-Eaux,,
De B Ioanne,"Paris, BNF, lat. 5327",177v-178v,A1c1,900-999,Saint-Amand-les-Eaux,,extracts
Apparitio S Michaelis,"Paris, BNF, lat. 5327",178v-180v,A1c1,900-999,Saint-Amand-les-Eaux,,
Acts of Thomas,"Paris, BNF, lat. 5327",188v,A1c1,900-999,Saint-Amand-les-Eaux,,
De S Tarsilla,"Paris, BNF, lat. 5327",189r-191r,A1c1,900-999,Saint-Amand-les-Eaux,,
Gospel of Pseudo-Matthew,"Paris, BNF, lat. 5327","191v-197v, 202v",A1c1,900-999,Saint-Amand-les-Eaux,,
Exaltation of the Cross,"Paris, BNF, lat. 5327",198r-199v,A1c1,900-999,Saint-Amand-les-Eaux,,
Invention of the Cross,"Paris, BNF, lat. 5327",199v-202r,A1c1,900-999,Saint-Amand-les-Eaux,,
Martyrdom of Andrew,"Paris, BNF, lat. 5327","205v, 204r, 203v",A1c1,900-999,Saint-Amand-les-Eaux,,
Gospel of Pseudo-Matthew,"London, BL, Add. 11880",215r-231r,A2a1,820,Regensburg,,
Passio S Columbae,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
De obitu S Mariae,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
"Passio SS Sixti, Laurenti, et Hippolyti","London, BL, Add. 11880",,A2a1,820,Regensburg,,
"Euticides, Litterae ad Marcellum","London, BL, Add. 11880",,A2a1,820,Regensburg,,
Passio S Donati,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
"Passio SS Nerei, Achilei, et Domitillae","London, BL, Add. 11880",,A2a1,820,Regensburg,,
Passio S Cypriani,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Passio S Anastasiae,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Vita S Corbiniani,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Passio S Mammarii,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Passio S Christophori,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Vita S Radegundis,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Passio S Felicis,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Passio S Christinae,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Passio S Caesarii,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Passio S Albanii,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
"Ps-Ambrose, Passio S Agnetis","London, BL, Add. 11880",,A2a1,820,Regensburg,,
Passio S Agathae,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Invention of the Cross,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Passio S Quiriaci,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Vita S Petronillae,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Passio SS Sulpicii et Serviliani,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Revelatione S Stephani protomartyris,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Passio de septem dormientibus,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Passio SS Vincentiae et Margaretae,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Martyrdom of Peter and Paul,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Passio B Machabeorum,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Passio S Quintini,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Passio SS Mauricii,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Passio S Marinae,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Passio S Scilitani,"London, BL, Add. 11880",,A2a1,820,Regensburg,,
Gospel of Pseudo-Matthew,"Budapest, SBN, Clmae 316",1r-29r,A3a1,825,Salzburg,,
Expositio super missam,"Budapest, SBN, Clmae 316",29r-51r,A3a1,825,Salzburg,,
"Hrabanus Maurus, De institutione clericorum","Budapest, SBN, Clmae 316",51r-52v,A3a1,825,Salzburg,,extracts: I.16
"Seneca, De beneficiis","Vienna, ONB, 289",1r-17v,A3a3,1200-1299,Salzburg,,
"Hildebert of Tours, Epitaphium Senecae","Vienna, ONB, 289",17v,A3a3,1200-1299,Salzburg,,
De ordine legendorum in ecclesia,"Vienna, ONB, 289",17v-18v,A3a3,1200-1299,Salzburg,,
Actus S Sylvestri,"Vienna, ONB, 289",19r-54v,A3a3,800-899,Salzburg,,
Gospel of Pseudo-Matthew,"Vienna, ONB, 289",55r-69v,A3a3,900-999,Salzburg,,
Life of Mary Magdalene,"Vienna, ONB, 289",70v-85v,A3a3,1000-1099,Salzburg,,
Vita S Henrici,"Vienna, ONB, 289",86r-97r,A3a3,1100-1199,Salzburg,,
Translatio S Hermetis Salisburgum,"Vienna, ONB, 289",97v-98v,A3a3,1100-1199,Salzburg,,
Translatio S Martini Turonensis Salisburgum,"Vienna, ONB, 289",98v-100r,A3a3,1100-1199,Salzburg,,
Collectio de tempore et de translatione B Ruodberti,"Vienna, ONB, 289",100r-102r,A3a3,1100-1199,Salzburg,,
"Hildegard of Bingen, Visio","Vienna, ONB, 289",102v,A3a3,1100-1199,Salzburg,,
Waltharius,"Vienna, ONB, 289",103r-130v,A3a3,1100-1199,Salzburg,,
Vita Conradi I,"Vienna, ONB, 289",131r-146v,A3a3,1100-1199,Salzburg,,
Gospel of Pseudo-Matthew,"Munich, BSB, Clm 19105",1r-32r,A3b1,1000,Tegernsee,http://daten.digitale-sammlungen.de/~db/0006/bsb00064015/images/,"Palimpsest: underneath is a 7/8th-century fragment of the Vulgate, Prv, Ecl, Sir"
Infancy Gospel of Thomas,"Munich, BSB, Clm 19105",32r-39r,A3b1,1000,Tegernsee,http://daten.digitale-sammlungen.de/~db/0006/bsb00064015/images/,
Nativity of Mary,"Munich, BSB, Clm 19105",39v-44v,A3b1,1000,Tegernsee,http://daten.digitale-sammlungen.de/~db/0006/bsb00064015/images/,
Dormition of Mary,"Munich, BSB, Clm 19105",45r–51v,A3b1,1000,Tegernsee,http://daten.digitale-sammlungen.de/~db/0006/bsb00064015/images/,CANT 116
Gospel of Nicodemus,"Munich, BSB, Clm 19105",51v–95v,A3b1,1000,Tegernsee,http://daten.digitale-sammlungen.de/~db/0006/bsb00064015/images/,
Passio de septem dormientibus,"Munich, BSB, Clm 19105",96r–106r,A3b1,1000,Tegernsee,http://daten.digitale-sammlungen.de/~db/0006/bsb00064015/images/,